orcid,predicted_faculties,prediction_confidence
0000-0002-5976-4537,agrar,1
0000-0002-5982-4843,mint,0.95
0000-0002-5993-7709,mint,1
0000-0002-5998-2171,med,1
0000-0002-5999-6522,sowi,0.95
0000-0002-6001-1372,jura,1
0000-0002-6002-6750,med,1
0000-0002-6003-649X,agrar,0.95
0000-0002-6010-6574,sowi,0.95
0000-0002-6018-5030,mint,0.95
0000-0002-6028-0046,mint,0.95
0000-0002-6031-3100,sowi,0.95
0000-0002-6032-2760,mint,0.95
0000-0002-6035-2935,mint,0.95
0000-0002-6037-6638,mint,0.95
0000-0002-6038-8567,med,1
0000-0002-6040-8337,sowi,0.95
0000-0002-6065-2188,phil,0.95
0000-0002-6074-0305,sowi,0.95
0000-0002-6075-3990,med,1
0000-0002-6082-1199,mint,0.95
0000-0002-6084-4227,med,0.95
0000-0002-6085-4433,agrar,0.95
0000-0002-6085-453X,sowi,1
0000-0002-6103-105X,med,1
0000-0002-6103-4760,sowi,0.95
0000-0002-6109-5176,mint,1
0000-0002-6129-5493,sowi,0.95
0000-0002-6136-8170,med,1
0000-0002-6136-9499,med,0.95
0000-0002-6137-7499,med,1
0000-0002-6138-6707,med,0.95
0000-0002-6140-7918,mint,0.95
0000-0002-6142-5577,med,1
0000-0002-6147-5865,med,1
0000-0002-6151-6989,mint,1
0000-0002-6160-9675,mint,0.95
0000-0002-6163-8783,med,1
0000-0002-6164-6978,mint,1
0000-0002-6173-2999,agrar,0.95
0000-0002-6179-775X,mint,0.95
0000-0002-6180-1667,mint,0.95
0000-0002-6183-8136,sowi,1
0000-0002-6196-6488,phil,0.95
0000-0002-6198-8564,mint,0.95
0000-0002-6209-0131,med,1
0000-0002-6219-2795,sowi,0.95
0000-0002-6225-8600,med,1
0000-0002-6239-0169,mint,1
0000-0002-6239-8312,mint,0.95
0000-0002-6245-0133,mint,0.95
0000-0002-6245-3318,phil,0.95
0000-0002-6248-9388,mint,0.95
0000-0002-6251-5777,mint,1
0000-0002-6257-8786,mint,1
0000-0002-6260-0306,sowi,0.95
0000-0002-6269-1690,mint,0.95
0000-0002-6269-5528,phil,1
0000-0002-6280-3218,mint,0.95
0000-0002-6280-785X,med,1
0000-0002-6290-5492,sowi,0.95
0000-0002-6297-7154,med,1
0000-0002-6297-7808,phil,0.95
0000-0002-6302-4523,sowi,0.95
0000-0002-6303-8212,med,1
0000-0002-6305-1433,sowi,0.95
0000-0002-6306-3653,med,1
0000-0002-6308-5764,mint,1
0000-0002-6309-5954,sowi,1
0000-0002-6321-0465,mint,1
0000-0002-6325-2040,sowi,0.98
0000-0002-6336-5897,mint,0.95
0000-0002-6345-2851,mint,0.95
0000-0002-6345-8428,mint,0.95
0000-0002-6348-1759,med,1
0000-0002-6350-4180,mint,0.95
0000-0002-6358-8783,NA,NA
0000-0002-6359-8797,med,0.95
0000-0002-6360-7024,sowi,0.95
0000-0002-6373-5923,mint,0.95
0000-0002-6377-0016,sowi,0.95
0000-0002-6379-2039,med,1
0000-0002-6382-6681,med,1
0000-0002-6390-1055,agrar,1
0000-0002-6391-1341,med,1
0000-0002-6398-9173,agrar,0.95
0000-0002-6399-5493,mint,1
0000-0002-6405-5276,mint,0.95
0000-0002-6408-2629,med,1
0000-0002-6416-240X,mint,0.95
0000-0002-6416-5619,med,1
0000-0002-6427-2385,mint,1
0000-0002-6428-1062,mint,1
0000-0002-6428-6496,mint,1
0000-0002-6442-246X,med,1
0000-0002-6455-7823,agrar,0.95
0000-0002-6460-6947,sowi,0.95
0000-0002-6461-3864,mint,0.95
0000-0002-6462-4395,sowi,1
0000-0002-6466-5306,med,1
0000-0002-6478-4065,sowi,0.95
0000-0002-6480-7984,sowi,0.95
0000-0002-6485-5601,mint,1
0000-0002-6490-125X,sowi,1
0000-0002-6490-9809,mint,0.95
0000-0002-6494-2596,agrar,1
0000-0002-6499-4855,med,0.95
0000-0002-6502-4148,mint,1
0000-0002-6502-8878,mint,0.95
0000-0002-6508-3447,sowi,1
0000-0002-6514-1272,mint,1
0000-0002-6515-5965,phil,0.95
0000-0002-6523-9659,med,1
0000-0002-6533-3928,mint,1
0000-0002-6534-6526,mint,0.95
0000-0002-6535-1050,mint,0.95
0000-0002-6537-6952,sowi,1
0000-0002-6537-9483,mint,0.95
0000-0002-6540-2903,mint,0.95
0000-0002-6541-3127,med,1
0000-0002-6542-6630,sowi,0.95
0000-0002-6550-0132,med,1
0000-0002-6551-6716,sowi,0.95
0000-0002-6554-3968,mint,1
0000-0002-6557-3497,mint,0.95
0000-0002-6558-1462,mint,1
0000-0002-6562-0230,med,1
0000-0002-6562-2041,med,0.95
0000-0002-6562-5197,med,1
0000-0002-6571-8043,tech,1
0000-0002-6572-1816,sowi,1
0000-0002-6575-6824,med,1
0000-0002-6576-8841,mint,1
0000-0002-6583-460X,med,1
0000-0002-6613-0583,mint,0.95
0000-0002-6625-0913,mint,1
0000-0002-6631-4868,mint,0.95
0000-0002-6634-4987,mint,0.95
0000-0002-6634-8099,sowi,0.95
0000-0002-6635-1706,med,1
0000-0002-6645-4684,mint,0.95
0000-0002-6646-4778,sowi,0.95
0000-0002-6649-5064,sowi,0.95
0000-0002-6667-7757,med,1
0000-0002-6671-4984,mint,0.95
0000-0002-6672-8147,med,0.95
0000-0002-6674-2440,sowi,0.95
0000-0002-6676-4957,med,1
0000-0002-6677-2164,mint,0.95
0000-0002-6677-2674,med,1
0000-0002-6678-7964,med,0.95
0000-0002-6679-2210,mint,1
0000-0002-6687-5470,med,1
0000-0002-6688-9637,med,1
0000-0002-6689-767X,mint,1
0000-0002-6689-8111,mint,1
0000-0002-6692-0665,mint,1
0000-0002-6694-9492,sowi,0.95
0000-0002-6698-1388,mint,1
0000-0002-6698-6218,sowi,0.95
0000-0002-6701-4429,agrar,0.95
0000-0002-6711-2539,mint,0.85
0000-0002-6712-0918,mint,1
0000-0002-6713-8317,mint,1
0000-0002-6717-6110,agrar,1
0000-0002-6717-8343,mint,1
0000-0002-6720-5882,mint,1
0000-0002-6722-9788,mint,1
0000-0002-6736-1260,mint,1
0000-0002-6742-0478,sowi,0.95
0000-0002-6746-9925,med,1
0000-0002-6747-1769,mint,0.95
0000-0002-6749-010X,mint,0.95
0000-0002-6752-463X,med,1
0000-0002-6753-9460,mint,1
0000-0002-6757-0572,mint,0.95
0000-0002-6762-3283,mint,1
0000-0002-6763-5110,mint,0.95
0000-0002-6769-126X,med,1
0000-0002-6775-5526,sowi,0.95
0000-0002-6780-9125,mint,1
0000-0002-6785-2537,sowi,0.95
0000-0002-6794-0385,mint,0.95
0000-0002-6803-2020,mint,0.95
0000-0002-6804-6166,sowi,0.9
0000-0002-6807-604X,mint,1
0000-0002-6815-4220,mint,1
0000-0002-6815-9806,agrar,0.95
0000-0002-6817-3595,mint,1
0000-0002-6817-6542,sowi,1
0000-0002-6819-373X,mint,0.95
0000-0002-6821-5580,mint,1
0000-0002-6822-9659,sowi,0.95
0000-0002-6823-2268,phil,0.95
0000-0002-6833-9292,NA,NA
0000-0002-6836-4199,sowi,0.95
0000-0002-6850-9570,mint,0.95
0000-0002-6860-1641,tech,1
0000-0002-6860-2812,mint,1
0000-0002-6863-3344,mint,0.95
0000-0002-6866-022X,med,1
0000-0002-6868-6307,mint,0.95
0000-0002-6872-2144,mint,1
0000-0002-6872-6188,mint,1
0000-0002-6872-9805,med,1
0000-0002-6877-4964,mint,0.95
0000-0002-6882-5186,agrar,0.95
0000-0002-6884-5515,mint,1
0000-0002-6886-2745,med,1
0000-0002-6887-4885,mint,1
0000-0002-6887-9352,mint,0.95
0000-0002-6893-2643,agrar,0.95
0000-0002-6894-2577,sowi,0.95
0000-0002-6898-1568,mint,1
0000-0002-6898-6887,med,1
0000-0002-6901-6524,mint,1
0000-0002-6910-8461,med,1
0000-0002-6911-9558,med,1
0000-0002-6912-2319,sowi,1
0000-0002-6912-7865,mint,1
0000-0002-6913-7748,mint,1
0000-0002-6918-3402,mint,1
0000-0002-6923-023X,sowi,0.95
0000-0002-6933-1807,sowi,0.95
0000-0002-6934-160X,med,1
0000-0002-6935-948X,agrar,1
0000-0002-6938-2284,mint,0.95
0000-0002-6938-6656,agrar,1
0000-0002-6939-2255,med,1
0000-0002-6946-4757,med,1
0000-0002-6952-4123,mint,1
0000-0002-6954-0633,med,1
0000-0002-6960-1002,mint,1
0000-0002-6971-3178,med,0.95
0000-0002-6972-1119,med,1
0000-0002-6975-9774,agrar,0.95
0000-0002-6977-9900,mint,1
0000-0002-6983-0323,med,1
0000-0002-6987-6786,mint,0.95
0000-0002-6989-6250,med,1
0000-0002-6989-8002,med,1
0000-0002-6998-6627,sowi,0.95
0000-0002-7004-9227,mint,0.9
0000-0002-7007-879X,sowi,1
0000-0002-7008-1673,med,0.95
0000-0002-7010-5532,mint,1
0000-0002-7012-1196,med,1
0000-0002-7014-2405,agrar,1
0000-0002-7020-1401,med,1
0000-0002-7027-8804,sowi,1
0000-0002-7030-2587,mint,0.95
0000-0002-7046-6629,sowi,1
0000-0002-7051-6788,phil,0.95
0000-0002-7051-7350,med,1
0000-0002-7060-1296,NA,NA
0000-0002-7072-0738,tech,0.95
0000-0002-7073-0733,tech,1
0000-0002-7078-9700,mint,1
0000-0002-7081-0629,mint,1
0000-0002-7088-8178,agrar,1
0000-0002-7093-3514,sowi,1
0000-0002-7101-0914,mint,0.95
0000-0002-7103-6612,mint,0.95
0000-0002-7108-2256,sowi,1
0000-0002-7108-8615,med,1
0000-0002-7116-2280,agrar,1
0000-0002-7117-3473,sowi,0.95
0000-0002-7127-0134,mint,0.95
0000-0002-7127-6413,med,1
0000-0002-7132-4438,agrar,1
0000-0002-7133-8717,mint,0.95
0000-0002-7135-2690,mint,0.95
0000-0002-7136-1896,mint,0.98
0000-0002-7138-2152,sowi,0.95
0000-0002-7141-1048,sowi,0.95
0000-0002-7147-1008,agrar,0.95
0000-0002-7147-2297,tech,0.95
0000-0002-7154-7789,sowi,1
0000-0002-7155-9245,med,0.95
0000-0002-7156-7042,phil,0.95
0000-0002-7162-9821,med,1
0000-0002-7164-5557,mint,1
0000-0002-7165-0428,sowi,0.95
0000-0002-7169-675X,med,0.95
0000-0002-7171-3062,NA,NA
0000-0002-7187-1079,mint,1
0000-0002-7188-4232,mint,1
0000-0002-7189-879X,med,1
0000-0002-7194-6034,med,0.95
0000-0002-7195-4253,mint,0.95
0000-0002-7203-0044,mint,0.95
0000-0002-7209-9295,phil,1
0000-0002-7212-7997,mint,1
0000-0002-7213-3596,mint,1
0000-0002-7233-921X,med,0.95
0000-0002-7237-3987,mint,0.95
0000-0002-7242-0712,sowi,1
0000-0002-7256-5073,mint,1
0000-0002-7265-6960,tech,0.95
0000-0002-7280-2411,sowi,0.95
0000-0002-7283-2151,sowi,0.95
0000-0002-7289-4686,sowi,0.95
0000-0002-7290-9980,med,1
0000-0002-7298-6070,mint,0.95
0000-0002-7302-5511,med,1
0000-0002-7319-6513,mint,0.95
0000-0002-7346-1946,agrar,0.95
0000-0002-7351-4657,sowi,0.95
0000-0002-7360-4249,phil,0.95
0000-0002-7363-4421,mint,0.95
0000-0002-7364-7791,med,1
0000-0002-7367-5362,sowi,0.95
0000-0002-7368-9764,mint,1
0000-0002-7371-3293,phil,1
0000-0002-7372-4531,mint,1
0000-0002-7379-2681,sowi,0.95
0000-0002-7380-8313,mint,1
0000-0002-7388-173X,med,0.95
0000-0002-7394-9378,sowi,0.95
0000-0002-7399-6465,mint,1
0000-0002-7400-9409,med,0.95
0000-0002-7410-2590,mint,0.95
0000-0002-7436-1197,med,1
0000-0002-7448-8315,sowi,0.95
0000-0002-7456-6301,mint,0.95
0000-0002-7462-9931,mint,1
0000-0002-7468-1326,tech,0.95
0000-0002-7471-8854,mint,1
0000-0002-7478-6275,mint,1
0000-0002-7503-5131,med,0.95
0000-0002-7506-6739,sowi,0.95
0000-0002-7508-3176,med,1
0000-0002-7509-6276,med,1
0000-0002-7510-4010,sowi,0.95
0000-0002-7510-9284,med,1
0000-0002-7525-5134,mint,1
0000-0002-7525-5732,mint,1
0000-0002-7527-1097,phil,0.95
0000-0002-7543-8555,med,1
0000-0002-7552-2087,med,1
0000-0002-7555-3334,phil,1
0000-0002-7564-9600,agrar,0.95
0000-0002-7569-5519,sowi,0.95
0000-0002-7570-8260,med,1
0000-0002-7573-7176,med,1
0000-0002-7575-9850,med,1
0000-0002-7582-6339,agrar,0.95
0000-0002-7584-8044,med,0.9
0000-0002-7587-7195,mint,0.95
0000-0002-7590-6793,sowi,0.95
0000-0002-7591-8532,sowi,0.95
0000-0002-7598-8290,sowi,0.95
0000-0002-7600-3772,mint,0.95
0000-0002-7602-4194,mint,1
0000-0002-7603-3824,sowi,0.95
0000-0002-7606-2289,sowi,1
0000-0002-7607-6656,NA,NA
0000-0002-7610-7918,med,0.95
0000-0002-7611-1802,med,1
0000-0002-7615-9275,tech,0.95
0000-0002-7616-5886,mint,1
0000-0002-7618-2336,med,1
0000-0002-7624-4752,mint,1
0000-0002-7632-7179,sowi,1
0000-0002-7633-4782,med,1
0000-0002-7639-0880,med,0.95
0000-0002-7639-2894,agrar,0.95
0000-0002-7654-6232,mint,1
0000-0002-7673-7346,mint,0.95
0000-0002-7677-7057,med,1
0000-0002-7679-085X,med,1
0000-0002-7680-0544,mint,1
0000-0002-7681-5893,sowi,1
0000-0002-7694-8573,mint,1
0000-0002-7704-2490,phil,0.95
0000-0002-7711-7050,phil,0.95
0000-0002-7715-8709,phil,0.95
0000-0002-7718-1941,phil,0.95
0000-0002-7724-3831,mint,0.95
0000-0002-7725-2586,med,1
0000-0002-7725-3423,mint,0.95
0000-0002-7728-9709,sowi,1
0000-0002-7735-5462,med,1
0000-0002-7737-0136,sowi,0.95
0000-0002-7739-3231,mint,0.95
0000-0002-7743-8647,mint,1
0000-0002-7746-3762,mint,1
0000-0002-7748-749X,med,1
0000-0002-7751-4005,sowi,0.95
0000-0002-7751-9244,mint,0.95
0000-0002-7762-6250,sowi,0.95
0000-0002-7768-9227,med,0.95
0000-0002-7780-255X,med,1
0000-0002-7789-719X,mint,1
0000-0002-7791-9635,mint,0.95
0000-0002-7793-5854,mint,1
0000-0002-7796-8234,med,0.95
0000-0002-7800-3848,med,1
0000-0002-7808-3227,phil,0.9
0000-0002-7810-1034,mint,0.95
0000-0002-7813-2455,mint,1
0000-0002-7817-7792,med,1
0000-0002-7817-9018,mint,1
0000-0002-7818-4132,med,1
0000-0002-7833-4903,agrar,0.95
0000-0002-7833-7549,mint,1
0000-0002-7835-738X,mint,1
0000-0002-7841-6271,med,0.95
0000-0002-7845-8236,med,1
0000-0002-7846-8629,sowi,0.95
0000-0002-7846-955X,med,1
0000-0002-7853-7022,mint,0.95
0000-0002-7854-8282,mint,1
0000-0002-7856-5760,tech,0.95
0000-0002-7860-271X,mint,0.95
0000-0002-7860-810X,phil,1
0000-0002-7861-5174,mint,1
0000-0002-7866-0776,med,1
0000-0002-7872-6667,agrar,1
0000-0002-7877-0270,med,1
0000-0002-7880-7045,mint,1
0000-0002-7882-5868,mint,0.95
0000-0002-7885-4300,mint,0.95
0000-0002-7888-1149,med,1
0000-0002-7894-2263,sowi,0.95
0000-0002-7897-8864,med,1
0000-0002-7901-1698,mint,0.95
0000-0002-7903-7783,mint,0.95
0000-0002-7909-7786,sowi,0.9
0000-0002-7913-6685,sowi,0.95
0000-0002-7924-9022,sowi,0.95
0000-0002-7925-0007,sowi,0.95
0000-0002-7932-0589,sowi,0.95
0000-0002-7932-5929,med,1
0000-0002-7935-6039,agrar,0.85
0000-0002-7936-9227,tech,0.95
0000-0002-7937-8887,mint,1
0000-0002-7944-4653,mint,0.95
0000-0002-7946-3686,mint,1
0000-0002-7958-8331,mint,1
0000-0002-7960-0791,sowi,0.95
0000-0002-7965-2604,phil,0.85
0000-0002-7967-0300,sowi,1
0000-0002-7967-9719,mint,1
0000-0002-7973-9902,mint,0.95
0000-0002-7987-9534,mint,0.95
0000-0002-7998-0173,med,0.95
0000-0002-7998-0755,mint,1
0000-0002-7999-9368,mint,1
0000-0002-8003-1864,mint,0.95
0000-0002-8003-4264,agrar,1
0000-0002-8003-5080,mint,0.95
0000-0002-8005-6260,med,1
0000-0002-8011-0167,med,1
0000-0002-8011-8484,tech,1
0000-0002-8012-3988,sowi,1
0000-0002-8019-0398,sowi,1
0000-0002-8027-5383,phil,0.95
0000-0002-8034-684X,mint,1
0000-0002-8042-7551,phil,0.95
0000-0002-8050-1109,phil,0.95
0000-0002-8055-8463,mint,0.95
0000-0002-8056-0926,mint,0.95
0000-0002-8057-026X,sowi,1
0000-0002-8061-5798,med,1
0000-0002-8063-2766,mint,1
0000-0002-8071-5609,sowi,0.85
0000-0002-8079-1898,sowi,0.95
0000-0002-8089-0546,med,1
0000-0002-8092-702X,mint,0.95
0000-0002-8096-0559,med,1
0000-0002-8106-000X,mint,1
0000-0002-8109-8235,med,0.95
0000-0002-8109-9967,med,0.95
0000-0002-8113-7118,med,1
0000-0002-8117-8833,phil,1
0000-0002-8122-5206,mint,1
0000-0002-8125-5800,mint,0.95
0000-0002-8125-7662,med,1
0000-0002-8140-0879,phil,0.95
0000-0002-8149-0210,med,0.95
0000-0002-8150-9276,sowi,0.95
0000-0002-8156-0987,mint,1
0000-0002-8158-1163,mint,1
0000-0002-8162-7694,phil,0.95
0000-0002-8164-411X,mint,1
0000-0002-8182-6896,mint,0.95
0000-0002-8185-2381,tech,0.95
0000-0002-8186-5617,mint,1
0000-0002-8204-0924,med,1
0000-0002-8205-8542,sowi,0.95
0000-0002-8206-8863,tech,0.95
0000-0002-8209-6274,mint,1
0000-0002-8211-9632,phil,0.95
0000-0002-8214-4969,mint,1
0000-0002-8217-5685,sowi,0.95
0000-0002-8218-8400,agrar,0.95
0000-0002-8223-047X,sowi,1
0000-0002-8223-8041,sowi,1
0000-0002-8227-2733,sowi,0.95
0000-0002-8230-415X,med,1
0000-0002-8230-4264,sowi,0.95
0000-0002-8236-8110,mint,0.95
0000-0002-8244-5710,mint,1
0000-0002-8245-3964,jura,1
0000-0002-8245-8941,sowi,0.95
0000-0002-8249-4926,agrar,0.95
0000-0002-8249-9073,phil,0.95
0000-0002-8254-4663,mint,0.95
0000-0002-8258-3777,mint,0.95
0000-0002-8260-2042,mint,0.95
0000-0002-8264-5317,mint,0.95
0000-0002-8265-9436,med,1
0000-0002-8266-8471,mint,1
0000-0002-8272-0399,med,0.95
0000-0002-8275-1814,mint,1
0000-0002-8275-939X,phil,0.95
0000-0002-8277-6616,med,1
0000-0002-8278-4376,mint,1
0000-0002-8284-5976,sowi,0.95
0000-0002-8286-1597,mint,1
0000-0002-8287-6705,med,1
0000-0002-8293-8339,mint,1
0000-0002-8295-4013,mint,1
0000-0002-8295-7126,mint,1
0000-0002-8298-4626,sowi,0.95
0000-0002-8306-8574,sowi,1
0000-0002-8307-2493,mint,1
0000-0002-8309-094X,med,1
0000-0002-8309-7877,med,1
0000-0002-8310-2170,med,0.95
0000-0002-8312-0547,sowi,1
0000-0002-8312-0563,med,1
0000-0002-8322-5402,sowi,0.95
0000-0002-8325-7148,mint,1
0000-0002-8329-3181,agrar,0.95
0000-0002-8329-4168,mint,1
0000-0002-8338-8025,med,1
0000-0002-8341-7762,med,0.95
0000-0002-8346-5502,mint,0.95
0000-0002-8348-5087,med,1
0000-0002-8366-0316,mint,0.95
0000-0002-8375-9092,med,1
0000-0002-8377-468X,phil,0.95
0000-0002-8379-7160,jura,0.95
0000-0002-8380-3137,mint,0.95
0000-0002-8382-8019,mint,1
0000-0002-8383-5323,tech,1
0000-0002-8385-7899,med,1
0000-0002-8386-5397,med,1
0000-0002-8387-1287,mint,0.95
0000-0002-8399-9408,agrar,0.95
0000-0002-8401-4447,sowi,1
0000-0002-8401-4850,mint,0.95
0000-0002-8412-1840,med,1
0000-0002-8414-4831,med,0.95
0000-0002-8427-0213,med,1
0000-0002-8435-4927,mint,1
0000-0002-8436-2548,sowi,0.95
0000-0002-8442-9722,mint,0.95
0000-0002-8443-541X,sowi,1
0000-0002-8446-1183,sowi,0.95
0000-0002-8451-1574,tech,0.95
0000-0002-8451-3043,sowi,0.95
0000-0002-8453-926X,med,1
0000-0002-8454-6873,mint,1
0000-0002-8455-1867,phil,1
0000-0002-8457-0611,sowi,0.95
0000-0002-8460-544X,sowi,1
0000-0002-8467-0508,med,1
0000-0002-8475-4728,mint,1
0000-0002-8477-872X,phil,1
0000-0002-8482-487X,sowi,0.85
0000-0002-8484-845X,mint,1
0000-0002-8488-7360,mint,1
0000-0002-8496-5883,med,1
0000-0002-8517-8427,mint,1
0000-0002-8525-8830,sowi,0.95
0000-0002-8527-3483,sowi,1
0000-0002-8527-9404,mint,1
0000-0002-8530-4737,mint,1
0000-0002-8531-9736,mint,0.95
0000-0002-8542-6291,agrar,1
0000-0002-8544-7172,mint,0.95
0000-0002-8546-0262,mint,1
0000-0002-8566-0504,mint,1
0000-0002-8566-867X,sowi,0.95
0000-0002-8572-0060,mint,1
0000-0002-8572-5507,phil,0.95
0000-0002-8574-5831,med,0.95
0000-0002-8585-4237,med,0.95
0000-0002-8587-0122,mint,0.95
0000-0002-8587-6153,mint,1
0000-0002-8590-3748,sowi,0.95
0000-0002-8606-4421,mint,1
0000-0002-8616-4924,tech,0.95
0000-0002-8618-0799,mint,0.95
0000-0002-8620-042X,med,1
0000-0002-8620-4906,phil,1
0000-0002-8621-3431,agrar,1
0000-0002-8627-5640,med,1
0000-0002-8629-3793,mint,0.95
0000-0002-8632-166X,med,1
0000-0002-8645-3320,mint,1
0000-0002-8647-0497,mint,1
0000-0002-8660-4061,agrar,0.95
0000-0002-8662-3772,mint,0.9
0000-0002-8666-5147,mint,1
0000-0002-8671-2417,mint,0.95
0000-0002-8677-2620,mint,0.85
0000-0002-8682-9842,sowi,0.85
0000-0002-8684-7864,sowi,0.95
0000-0002-8685-858X,med,1
0000-0002-8687-6817,med,0.95
0000-0002-8689-5049,mint,0.95
0000-0002-8693-1222,mint,1
0000-0002-8697-0475,sowi,1
0000-0002-8700-2564,sowi,0.9
0000-0002-8703-1728,med,1
0000-0002-8707-076X,mint,0.95
0000-0002-8707-3442,med,0.95
0000-0002-8728-5250,sowi,1
0000-0002-8734-4521,med,1
0000-0002-8739-0253,agrar,0.95
0000-0002-8740-4563,sowi,0.95
0000-0002-8755-4625,phil,0.95
0000-0002-8760-2498,phil,0.85
0000-0002-8761-0025,mint,0.95
0000-0002-8767-1629,mint,0.95
0000-0002-8768-5027,sowi,0.95
0000-0002-8773-4845,med,1
0000-0002-8774-6141,mint,0.95
0000-0002-8774-7339,med,1
0000-0002-8778-1342,agrar,1
0000-0002-8779-0062,mint,1
0000-0002-8792-9781,med,1
0000-0002-8796-9097,phil,0.95
0000-0002-8798-3243,sowi,1
0000-0002-8798-385X,sowi,1
0000-0002-8798-9602,med,0.95
0000-0002-8807-6442,med,1
0000-0002-8808-6667,med,1
0000-0002-8810-8993,mint,1
0000-0002-8813-7436,mint,0.95
0000-0002-8815-7795,mint,1
0000-0002-8823-3129,med,1
0000-0002-8823-4607,med,0.95
0000-0002-8831-7744,med,0.95
0000-0002-8834-4080,mint,1
0000-0002-8835-9303,mint,1
0000-0002-8857-2876,mint,1
0000-0002-8877-0303,mint,0.95
0000-0002-8880-9546,sowi,0.9
0000-0002-8889-6248,med,0.95
0000-0002-8891-8267,med,1
0000-0002-8896-8635,mint,1
0000-0002-8897-9035,med,1
0000-0002-8904-6851,sowi,0.95
0000-0002-8906-2878,med,1
0000-0002-8916-4540,mint,0.95
0000-0002-8923-6081,mint,1
0000-0002-8925-3631,sowi,0.95
0000-0002-8934-2140,agrar,1
0000-0002-8938-5204,phil,0.95
0000-0002-8940-1657,agrar,0.95
0000-0002-8942-8112,mint,1
0000-0002-8947-2383,agrar,0.95
0000-0002-8954-6397,sowi,0.95
0000-0002-8959-978X,agrar,0.95
0000-0002-8960-0656,mint,0.95
0000-0002-8961-4337,mint,1
0000-0002-8962-1406,mint,0.95
0000-0002-8965-8268,mint,1
0000-0002-8967-9528,mint,0.85
0000-0002-8970-4383,mint,1
0000-0002-8995-5182,phil,1
0000-0002-8999-6363,sowi,1
0000-0002-9001-3205,phil,0.95
0000-0002-9014-1231,sowi,0.95
0000-0002-9014-7246,med,1
0000-0002-9017-9504,mint,0.95
0000-0002-9022-1290,med,1
0000-0002-9024-4978,med,1
0000-0002-9026-8822,tech,0.95
0000-0002-9032-4070,mint,0.95
0000-0002-9035-0949,phil,1
0000-0002-9035-8369,sowi,0.95
0000-0002-9036-5323,mint,1
0000-0002-9037-0317,sowi,0.95
0000-0002-9038-8787,agrar,0.95
0000-0002-9049-9452,sowi,0.95
0000-0002-9051-3621,med,1
0000-0002-9052-6828,mint,1
0000-0002-9055-0588,med,1
0000-0002-9055-4327,med,1
0000-0002-9056-6299,sowi,0.95
0000-0002-9060-4961,med,1
0000-0002-9072-4197,sowi,0.95
0000-0002-9084-8114,med,1
0000-0002-9084-9483,phil,0.95
0000-0002-9087-1445,mint,0.95
0000-0002-9091-1152,sowi,0.95
0000-0002-9092-210X,agrar,0.95
0000-0002-9102-0386,sowi,0.95
0000-0002-9102-0626,sowi,0.95
0000-0002-9106-6499,agrar,0.95
0000-0002-9108-8129,mint,1
0000-0002-9113-5933,med,1
0000-0002-9121-5749,med,1
0000-0002-9123-0420,mint,1
0000-0002-9138-8340,mint,1
0000-0002-9152-1826,mint,1
0000-0002-9154-8439,mint,1
0000-0002-9155-7378,mint,0.95
0000-0002-9157-1110,sowi,0.95
0000-0002-9166-0973,mint,0.95
0000-0002-9182-2741,mint,0.95
0000-0002-9189-2299,mint,0.95
0000-0002-9191-9834,mint,0.95
0000-0002-9199-8990,med,1
0000-0002-9203-769X,agrar,1
0000-0002-9208-4322,sowi,0.95
0000-0002-9216-9983,mint,0.95
0000-0002-9224-0663,mint,1
0000-0002-9230-0267,med,0.95
0000-0002-9233-490X,jura,1
0000-0002-9234-8279,mint,1
0000-0002-9235-955X,mint,1
0000-0002-9236-2812,med,0.95
0000-0002-9249-9077,med,0.95
0000-0002-9252-1342,med,1
0000-0002-9252-3161,sowi,1
0000-0002-9259-1885,med,1
0000-0002-9264-9784,med,1
0000-0002-9265-5594,med,1
0000-0002-9265-5738,med,1
0000-0002-9266-8344,agrar,0.95
0000-0002-9275-7304,mint,0.95
0000-0002-9281-8752,mint,1
0000-0002-9295-5028,sowi,0.95
0000-0002-9300-1744,mint,0.95
0000-0002-9305-9348,med,1
0000-0002-9307-5989,med,1
0000-0002-9312-5077,sowi,0.95
0000-0002-9320-3776,mint,0.95
0000-0002-9325-8363,phil,0.9
0000-0002-9328-5732,med,0.95
0000-0002-9329-8357,mint,1
0000-0002-9352-3155,med,1
0000-0002-9354-6904,mint,0.95
0000-0002-9358-3158,mint,1
0000-0002-9358-7036,mint,0.95
0000-0002-9360-9442,med,1
0000-0002-9372-8994,mint,1
0000-0002-9379-6997,mint,1
0000-0002-9401-4627,agrar,0.95
0000-0002-9403-1224,med,0.95
0000-0002-9403-6121,sowi,0.8
0000-0002-9405-7838,mint,0.95
0000-0002-9406-2012,med,0.95
0000-0002-9421-3538,med,0.95
0000-0002-9426-1441,agrar,0.95
0000-0002-9435-359X,med,1
0000-0002-9438-4740,med,1
0000-0002-9438-509X,mint,0.95
0000-0002-9449-6865,med,0.95
0000-0002-9452-0810,mint,1
0000-0002-9453-8105,mint,1
0000-0002-9456-0900,mint,0.95
0000-0002-9458-1517,mint,1
0000-0002-9463-5087,sowi,0.95
0000-0002-9467-3470,sowi,0.95
0000-0002-9468-7944,med,1
0000-0002-9475-3593,mint,1
0000-0002-9484-8701,sowi,1
0000-0002-9485-6277,mint,0.95
0000-0002-9491-3550,agrar,0.95
